gene_id,cluster,species,resistant_phenotype,product
fig|562.135571.peg.2662,0,Escherichia coli,Resistant,Oxygen-insensitive NADPH nitroreductase (EC 1.-.-.-)
fig|562.135571.peg.2714,0,Escherichia coli,Resistant,Pyruvate formate-lyase activating enzyme (EC 1.97.1.4)
fig|562.135571.peg.2715,2,Escherichia coli,Resistant,Pyruvate formate-lyase (EC 2.3.1.54)
fig|562.135571.peg.2716,3,Escherichia coli,Resistant,Formate efflux transporter FocA
fig|562.135571.peg.2720,0,Escherichia coli,Resistant,3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19)
fig|562.135571.peg.2739,0,Escherichia coli,Resistant,Dihydroorotate dehydrogenase (quinone) (EC 1.3.5.2)
fig|562.135571.peg.2750,2,Escherichia coli,Resistant,Putative dehydrogenase
fig|562.135571.peg.2751,1,Escherichia coli,Resistant,Outer membrane protein A precursor
fig|562.135571.peg.2776,1,Escherichia coli,Resistant,Tyrosine-protein kinase (EC 2.7.10.2)
fig|562.135571.peg.2777,0,Escherichia coli,Resistant,Low molecular weight protein-tyrosine-phosphatase (EC 3.1.3.48) => Etp
fig|562.135571.peg.2778,1,Escherichia coli,Resistant,Putative polysaccharide export protein YccZ precursor
fig|562.135571.peg.2779,2,Escherichia coli,Resistant,Uncharacterized lipoprotein GfcD
fig|562.135571.peg.2780,2,Escherichia coli,Resistant,Uncharacterized protein GfcC
fig|562.135571.peg.2781,2,Escherichia coli,Resistant,Uncharacterized lipoprotein YmcC precursor
fig|562.135571.peg.2782,1,Escherichia coli,Resistant,Threonine-rich inner membrane protein GfcA
fig|562.135571.peg.283,2,Escherichia coli,Resistant,Chorismate synthase (EC 4.2.3.5)
fig|562.135571.peg.2830,1,Escherichia coli,Resistant,Peptidyl-prolyl cis-trans isomerase PpiC (EC 5.2.1.8)
fig|562.135571.peg.2835,1,Escherichia coli,Resistant,Thioredoxin
fig|562.135571.peg.2838,3,Escherichia coli,Resistant,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33)
fig|562.135571.peg.2845,0,Escherichia coli,Resistant,"dTDP-4-amino-4,6-dideoxygalactose transaminase (EC 2.6.1.59)"
fig|562.135571.peg.2852,2,Escherichia coli,Resistant,Arylsulfatase (EC 3.1.6.1)
fig|562.135571.peg.2873,2,Escherichia coli,Resistant,Uncharacterized protein YigF
fig|562.135571.peg.2895,0,Escherichia coli,Resistant,Transcriptional activator RfaH
fig|562.135571.peg.299,1,Escherichia coli,Resistant,Outer-membrane-phospholipid-binding lipoprotein MlaA
fig|562.135571.peg.3018,1,Escherichia coli,Resistant,Periplasmic thiol:disulfide interchange protein DsbA
fig|562.135571.peg.307,0,Escherichia coli,Resistant,D-sedoheptulose 7-phosphate isomerase (EC 5.3.1.28)
fig|562.135571.peg.3082,0,Escherichia coli,Resistant,Copper sensory histidine kinase CpxA
fig|562.135571.peg.3083,0,Escherichia coli,Resistant,Copper-sensing two-component system response regulator CpxR
fig|562.135571.peg.3119,0,Escherichia coli,Resistant,Holliday junction ATP-dependent DNA helicase RuvB (EC 3.6.4.12)
fig|562.135571.peg.3120,3,Escherichia coli,Resistant,"Zinc ABC transporter, permease protein ZnuB"
fig|562.135571.peg.3121,0,Escherichia coli,Resistant,"Zinc ABC transporter, ATP-binding protein ZnuC"
fig|562.135571.peg.3124,2,Escherichia coli,Resistant,Lipid A biosynthesis myristoyltransferase (EC 2.3.1.243)
fig|562.135571.peg.3156,2,Escherichia coli,Resistant,PhoP/PhoQ regulator MgrB
fig|562.135571.peg.3159,0,Escherichia coli,Resistant,Cold shock protein of CSP family => CspC (naming convention as in E.coli)
fig|562.135571.peg.317,0,Escherichia coli,Resistant,DNA polymerase IV (EC 2.7.7.7)
fig|562.135571.peg.3179,0,Escherichia coli,Resistant,Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)
fig|562.135571.peg.3254,0,Escherichia coli,Resistant,UDP-glucose 4-epimerase (EC 5.1.3.2)
fig|562.135571.peg.3308,3,Escherichia coli,Resistant,Lysine/cadaverine antiporter membrane protein CadB
fig|562.135571.peg.3312,2,Escherichia coli,Resistant,Toxin GhoT
fig|562.135571.peg.3325,0,Escherichia coli,Resistant,Transcriptional regulator of catabolic arginine decarboxylase (adiA)
fig|562.135571.peg.3327,1,Escherichia coli,Resistant,Lipid A phosphoethanolamine transferase EptA/PmrC (EC 2.7.8.43)
fig|562.135571.peg.3328,0,Escherichia coli,Resistant,Two-component transcriptional regulatory protein BasR/PmrA (activated by BasS/PmrB)
fig|562.135571.peg.3329,0,Escherichia coli,Resistant,Sensor protein BasS/PmrB (activates BasR/PmrA)
fig|562.135571.peg.335,2,Escherichia coli,Resistant,CFA/I fimbrial chaperone
fig|562.135571.peg.3355,1,Escherichia coli,Resistant,Inner membrane component MdtN of tripartite multidrug resistance system
fig|562.135571.peg.3356,2,Escherichia coli,Resistant,Membrane fusion component MdtO of tripartite multidrug resistance system
fig|562.135571.peg.3357,1,Escherichia coli,Resistant,Multidrug resistance outer membrane protein MdtP
fig|562.135571.peg.336,2,Escherichia coli,Resistant,CFA/I fimbrial minor adhesin
fig|562.135571.peg.337,2,Escherichia coli,Resistant,CFA/I fimbrial subunit C usher protein
fig|562.135571.peg.3373,2,Escherichia coli,Resistant,Uncharacterized protein YjcF
fig|562.135571.peg.3378,0,Escherichia coli,Resistant,Redox-sensitive transcriptional activator SoxR
fig|562.135571.peg.3379,0,Escherichia coli,Resistant,DNA-binding transcriptional dual regulator SoxS
fig|562.135571.peg.338,1,Escherichia coli,Resistant,CFA/I fimbrial auxiliary subunit
fig|562.135571.peg.339,2,Escherichia coli,Resistant,CFA/I fimbrial major subunit
fig|562.135571.peg.340,2,Escherichia coli,Resistant,Transcriptional regulator EcpR
fig|562.135571.peg.3404,2,Escherichia coli,Resistant,YjbI protein
fig|562.135571.peg.3405,2,Escherichia coli,Resistant,YjbI protein
fig|562.135571.peg.3433,2,Escherichia coli,Resistant,Ankyrin-repeat protein A
fig|562.135571.peg.3434,2,Escherichia coli,Resistant,Ankyrin-repeat protein A
fig|562.135571.peg.3438,2,Escherichia coli,Resistant,Homoserine O-succinyltransferase (EC 2.3.1.46)
fig|562.135571.peg.3481,0,Escherichia coli,Resistant,RNA polymerase sigma factor RpoS
fig|562.135571.peg.35,1,Escherichia coli,Resistant,"Multidrug efflux system MdtABC-TolC, membrane fusion component MdtA"
fig|562.135571.peg.3515,1,Escherichia coli,Resistant,Class C beta-lactamase (EC 3.5.2.6) => CMY/CMY-2/CFE/LAT family
fig|562.135571.peg.3595,0,Escherichia coli,Resistant,RNA polymerase-binding transcription factor DksA
fig|562.135571.peg.36,1,Escherichia coli,Resistant,"Multidrug efflux system MdtABC-TolC, inner-membrane proton/drug antiporter MdtB (RND type)"
fig|562.135571.peg.3611,2,Escherichia coli,Resistant,"Deoxyguanosinetriphosphate triphosphohydrolase (EC 3.1.5.1), subgroup 1"
fig|562.135571.peg.3612,1,Escherichia coli,Resistant,HtrA protease/chaperone protein
fig|562.135571.peg.3627,1,Escherichia coli,Resistant,Periplasmic chaperone of outer membrane proteins Skp @ Outer membrane protein H precursor
fig|562.135571.peg.3628,0,Escherichia coli,Resistant,UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase (EC 2.3.1.191)
fig|562.135571.peg.3672,3,Escherichia coli,Resistant,Spermidine export protein MdtJ
fig|562.135571.peg.3673,3,Escherichia coli,Resistant,Spermidine export protein MdtI
fig|562.135571.peg.37,1,Escherichia coli,Resistant,"Multidrug efflux system MdtABC-TolC, inner-membrane proton/drug antiporter MdtC (RND type)"
fig|562.135571.peg.3717,0,Escherichia coli,Resistant,Putative NAD(P)H nitroreductase YdjA
fig|562.135571.peg.3746,0,Escherichia coli,Resistant,"PTS system, N,N'-diacetylchitobiose-specific IIB component (EC 2.7.1.196)"
fig|562.135571.peg.3750,2,Escherichia coli,Resistant,"N,N'-diacetylchitobiose-specific 6-phospho-beta-glucosidase (EC 3.2.1.86)"
fig|562.135571.peg.3760,2,Escherichia coli,Resistant,UPF0057 membrane protein YqaE
fig|562.135571.peg.3778,0,Escherichia coli,Resistant,Multidrug resistance regulator EmrR (MprA)
fig|562.135571.peg.3779,1,Escherichia coli,Resistant,"Multidrug efflux system EmrAB-OMF, membrane fusion component EmrA"
fig|562.135571.peg.3780,3,Escherichia coli,Resistant,"Multidrug efflux system EmrAB-OMF, inner-membrane proton/drug antiporter EmrB (MFS type)"
fig|562.135571.peg.3781,2,Escherichia coli,Resistant,S-ribosylhomocysteine lyase (EC 4.4.1.21) @ Autoinducer-2 production protein LuxS
fig|562.135571.peg.3785,2,Escherichia coli,Resistant,Carbon storage regulator
fig|562.135571.peg.3787,2,Escherichia coli,Resistant,Alanyl-tRNA synthetase (EC 6.1.1.7)
fig|562.135571.peg.38,3,Escherichia coli,Resistant,Uncharacterized transporter MdtD of major facilitator superfamily (MFS)
fig|562.135571.peg.3818,0,Escherichia coli,Resistant,Chemotaxis regulator - transmits chemoreceptor signals to flagellar motor components CheY
fig|562.135571.peg.3819,0,Escherichia coli,Resistant,Chemotaxis response regulator protein-glutamate methylesterase CheB (EC 3.1.1.61)
fig|562.135571.peg.3823,0,Escherichia coli,Resistant,Positive regulator of CheA protein activity (CheW)
fig|562.135571.peg.3826,2,Escherichia coli,Resistant,Flagellar motor rotation protein MotA
fig|562.135571.peg.3859,2,Escherichia coli,Resistant,5-hydroxyisourate hydrolase (EC 3.5.2.17)
fig|562.135571.peg.3878,3,Escherichia coli,Resistant,Flagellar biosynthesis protein FliQ
fig|562.135571.peg.3879,3,Escherichia coli,Resistant,Flagellar biosynthesis protein FliP
fig|562.135571.peg.3882,0,Escherichia coli,Resistant,Flagellar motor switch protein FliM
fig|562.135571.peg.3888,0,Escherichia coli,Resistant,Flagellar motor switch protein FliG
fig|562.135571.peg.3891,3,Escherichia coli,Resistant,"Small multidrug resistance (SMR) efflux transporter => EmrE, broad substrate specificity"
fig|562.135571.peg.39,0,Escherichia coli,Resistant,Sensory histidine kinase BaeS
fig|562.135571.peg.3912,0,Escherichia coli,Resistant,N-(3-oxohexanoyl)-L-homoserine lactone-binding transcriptional activator @ N-(3-oxooctanoyl)-L-homoserine lactone-binding transcriptional activator
fig|562.135571.peg.3914,0,Escherichia coli,Resistant,BarA-associated response regulator UvrY (= GacA = SirA)
fig|562.135571.peg.3930,3,Escherichia coli,Resistant,Na+/H+-dicarboxylate symporter
fig|562.135571.peg.3953,1,Escherichia coli,Resistant,"Dipeptide ABC transporter, substrate-binding protein DppA (TC 3.A.1.5.2) @ Dipeptide chemoreceptor"
fig|562.135571.peg.3977,0,Escherichia coli,Resistant,Negative regulator of allantoin and glyoxylate utilization operons
fig|562.135571.peg.3979,0,Escherichia coli,Resistant,Hydroxypyruvate isomerase (EC 5.3.1.22)
fig|562.135571.peg.3982,0,Escherichia coli,Resistant,Allantoinase (EC 3.5.2.5)
fig|562.135571.peg.3986,0,Escherichia coli,Resistant,Allantoate amidohydrolase (EC 3.5.3.9)
fig|562.135571.peg.3987,0,Escherichia coli,Resistant,Ureidoglycolate dehydrogenase (EC 1.1.1.154)
fig|562.135571.peg.40,0,Escherichia coli,Resistant,Response regulator BaeR
fig|562.135571.peg.4014,2,Escherichia coli,Resistant,X polypeptide
fig|562.135571.peg.4046,2,Escherichia coli,Resistant,IncF plasmid conjugative transfer surface exclusion protein TraT
fig|562.135571.peg.407,0,Escherichia coli,Resistant,Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)
fig|562.135571.peg.4134,0,Escherichia coli,Resistant,Multiple antibiotic resistance protein MarA
fig|562.135571.peg.4135,0,Escherichia coli,Resistant,Multiple antibiotic resistance protein MarR
fig|562.135571.peg.4139,2,Escherichia coli,Resistant,Uncharacterized protein YneK
fig|562.135571.peg.4146,2,Escherichia coli,Resistant,UPF0187 protein YneE
fig|562.135571.peg.4149,2,Escherichia coli,Resistant,"3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase (EC 2.3.1.245)"
fig|562.135571.peg.4171,2,Escherichia coli,Resistant,"Uncharacterized protein, YdfU family"
fig|562.135571.peg.420,2,Escherichia coli,Resistant,SbmA protein
fig|562.135571.peg.4217,2,Escherichia coli,Resistant,"Phosphoethanolamine transferase EptC [E.coli], specific for LPS heptose I residue"
fig|562.135571.peg.424,0,Escherichia coli,Resistant,D-alanine--D-alanine ligase (EC 6.3.2.4)
fig|562.135571.peg.4261,1,Escherichia coli,Resistant,"2,3-diketo-L-gulonate-binding periplasmic protein yiaO precursor"
fig|562.135571.peg.4290,2,Escherichia coli,Resistant,Bdm protein
fig|562.135571.peg.4300,2,Escherichia coli,Resistant,Putative glycoportein
fig|562.135571.peg.4327,0,Escherichia coli,Resistant,"D-tagatose-1,6-bisphosphate aldolase subunit KbaY (EC 4.1.2.40)"
fig|562.135571.peg.4328,2,Escherichia coli,Resistant,"PTS system, galactosamine-specific IIB component"
fig|562.135571.peg.4329,2,Escherichia coli,Resistant,"PTS system, galactosamine-specific IIC component"
fig|562.135571.peg.4354,0,Escherichia coli,Resistant,VapB protein (antitoxin to VapC)
fig|562.135571.peg.441,0,Escherichia coli,Resistant,Exonuclease SbcD
fig|562.135571.peg.4427,0,Escherichia coli,Resistant,VgrG protein
fig|562.135571.peg.4428,2,Escherichia coli,Resistant,T6SS component Hcp
fig|562.135571.peg.4430,2,Escherichia coli,Resistant,T6SS component TssB (ImpB/VipA)
fig|562.135571.peg.4434,2,Escherichia coli,Resistant,T6SS component TssF (ImpG/VasA)
fig|562.135571.peg.4435,2,Escherichia coli,Resistant,T6SS component TssG (ImpH/VasB)
fig|562.135571.peg.4436,2,Escherichia coli,Resistant,T6SS forkhead associated domain protein ImpI/VasC
fig|562.135571.peg.4437,2,Escherichia coli,Resistant,T6SS secretion lipoprotein TssJ (VasD)
fig|562.135571.peg.4439,2,Escherichia coli,Resistant,T6SS outer membrane component TssL (ImpK/VasF)
fig|562.135571.peg.4442,2,Escherichia coli,Resistant,T6SS component TssA (ImpA)
fig|562.135571.peg.4443,2,Escherichia coli,Resistant,T6SS component TssM (IcmF/VasK)
fig|562.135571.peg.4444,2,Escherichia coli,Resistant,Type VI secretion-related protein VasL
fig|562.135571.peg.4445,2,Escherichia coli,Resistant,T6SS component Hcp
fig|562.135571.peg.4451,2,Escherichia coli,Resistant,FIG005121: SAM-dependent methyltransferase (EC 2.1.1.-)
fig|562.135571.peg.4488,0,Escherichia coli,Resistant,Phosphoribosylamine--glycine ligase (EC 6.3.4.13)
fig|562.135571.peg.4495,2,Escherichia coli,Resistant,Uncharacterized protein YjaG
fig|562.135571.peg.45,0,Escherichia coli,Resistant,Uncharacterized protease YegQ
fig|562.135571.peg.4515,0,Escherichia coli,Resistant,Chaperone protein ClpB (ATP-dependent unfoldase)
fig|562.135571.peg.4534,2,Escherichia coli,Resistant,hypothetical protein
fig|562.135571.peg.4571,2,Escherichia coli,Resistant,Transcriptional activator GadE
fig|562.135571.peg.4574,1,Escherichia coli,Resistant,"Multidrug efflux system MdtEF-TolC, membrane fusion component MdtE"
fig|562.135571.peg.4575,1,Escherichia coli,Resistant,"Multidrug efflux system MdtEF-TolC, inner-membrane proton/drug antiporter MdtF (RND type)"
fig|562.135571.peg.4576,2,Escherichia coli,Resistant,"Transcriptional regulator GadW, AraC family"
fig|562.135571.peg.4577,2,Escherichia coli,Resistant,"Transcriptional regulator GadX, AraC family"
fig|562.135571.peg.4585,1,Escherichia coli,Resistant,Outer membrane usher protein FimD
fig|562.135571.peg.4587,1,Escherichia coli,Resistant,Type 1 fimbrae adaptor subunit FimG
fig|562.135571.peg.4589,2,Escherichia coli,Resistant,Putative formate dehydrogenase oxidoreductase protein
fig|562.135571.peg.4594,2,Escherichia coli,Resistant,ABC transporter ATP-binding protein YddA
fig|562.135571.peg.4642,0,Escherichia coli,Resistant,Type 1 fimbriae regulatory protein FimB
fig|562.135571.peg.4646,2,Escherichia coli,Resistant,Probable 9-O-acetyl-N-acetylneuraminic acid deacetylase
fig|562.135571.peg.4680,0,Escherichia coli,Resistant,Trk potassium uptake system protein TrkA
fig|562.135571.peg.4731,0,Escherichia coli,Resistant,Gluconokinase (EC 2.7.1.12)
fig|562.135571.peg.4774,0,Escherichia coli,Resistant,Lipid A export permease/ATP-binding protein MsbA
fig|562.135571.peg.479,2,Escherichia coli,Resistant,Cytochrome O ubiquinol oxidase subunit I (EC 1.10.3.-)
fig|562.135571.peg.486,0,Escherichia coli,Resistant,ATP-dependent Clp protease proteolytic subunit ClpP (EC 3.4.21.92)
fig|562.135571.peg.4862,3,Escherichia coli,Resistant,Cobalamin synthase (EC 2.7.8.26)
fig|562.135571.peg.4868,3,Escherichia coli,Resistant,Uncharacterized transporter YeeO
fig|562.135571.peg.488,0,Escherichia coli,Resistant,ATP-dependent protease La (EC 3.4.21.53) Type I
fig|562.135571.peg.4931,0,Escherichia coli,Resistant,Protein MtfA
fig|562.135571.peg.4936,2,Escherichia coli,Resistant,hypothetical protein
fig|562.135571.peg.4937,0,Escherichia coli,Resistant,Class A beta-lactamase (EC 3.5.2.6) => TEM family
fig|562.135571.peg.4942,3,Escherichia coli,Resistant,hypothetical protein
fig|562.135571.peg.4943,2,Escherichia coli,Resistant,Macrolide 2'-phosphotransferase => Mph(A) family
fig|562.135571.peg.4958,1,Escherichia coli,Resistant,Outer membrane porin OmpF
fig|562.135571.peg.4967,0,Escherichia coli,Resistant,Dihydropteroate synthase type-2 (EC 2.5.1.15) @ Sulfonamide resistance protein
fig|562.135571.peg.4968,3,Escherichia coli,Resistant,"Small multidrug resistance (SMR) efflux transporter => QacE delta 1, quaternary ammonium compounds"
fig|562.135571.peg.4969,2,Escherichia coli,Resistant,Aminoglycoside 3''-nucleotidyltransferase (EC 2.7.7.-) => ANT(3'')-Ia (AadA family)
fig|562.135571.peg.4971,0,Escherichia coli,Resistant,Dihydrofolate reductase (EC 1.5.1.3)
fig|562.135571.peg.4980,2,Escherichia coli,Resistant,Translation elongation factor Tu
fig|562.135571.peg.4994,0,Escherichia coli,Resistant,UDP-glucose 6-dehydrogenase (EC 1.1.1.22)
fig|562.135571.peg.4995,2,Escherichia coli,Resistant,"6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)"
fig|562.135571.peg.4997,2,Escherichia coli,Resistant,Subclass B1 beta-lactamase (EC 3.5.2.6) => NDM family
fig|562.135571.peg.4998,0,Escherichia coli,Resistant,bleomycin resistance protein
fig|562.135571.peg.50,2,Escherichia coli,Resistant,"PTS system, galactitol-specific IIC component"
fig|562.135571.peg.5079,0,Escherichia coli,Resistant,"H repeat-associated protein, YhhI family"
fig|562.135571.peg.5080,2,Escherichia coli,Resistant,"H repeat-associated protein, YhhI family"
fig|562.135571.peg.5083,0,Escherichia coli,Resistant,Protein RhsB
fig|562.135571.peg.5097,2,Escherichia coli,Resistant,Translation elongation factor Tu
fig|562.135571.peg.51,0,Escherichia coli,Resistant,"PTS system, galactitol-specific IIB component (EC 2.7.1.200)"
fig|562.135571.peg.511,2,Escherichia coli,Resistant,Hha toxicity modulator TomB
fig|562.135571.peg.5114,2,Escherichia coli,Resistant,Protein RhsD
fig|562.135571.peg.5115,2,Escherichia coli,Resistant,Protein RhsD
fig|562.135571.peg.512,1,Escherichia coli,Resistant,"Multidrug efflux system AcrAB-TolC, inner-membrane proton/drug antiporter AcrB (RND type)"
fig|562.135571.peg.5125,2,Escherichia coli,Resistant,core protein
fig|562.135571.peg.513,1,Escherichia coli,Resistant,"Multidrug efflux system AcrAB-TolC, membrane fusion component AcrA"
